502	RyanArcidiacono	Chi	PG	23	24	12.7	2	1	1.5	0.54	0	0.54
362	LarryDrewII	Nor	PG	27	7	7.9	2.1	0.3	1.1	0	0	0.29
1	AaronBrooks	Min	PG	33	32	5.9	2.3	0.5	0.6	0.19	0	0.34
394	MarcusPaige	Cha	PG	24	5	5.6	2.4	0.8	0.6	0	0	0
49	BobbyBrown	Hou	PG	33	20	5.7	2.5	0.4	0.6	0.2	0	0.45
191	GaryPaytonII	Mil	PG	25	12	8.8	2.5	1.4	0.8	0.25	0.08	0.25
312	JoshMagette	Atl	PG	28	18	12	2.6	1.1	3.2	0.44	0.06	0.5
131	DemetriusJackson	Phi	PG	23	3	5.8	2.7	0.3	1.3	0.33	0	0.33
432	NazMitrou-Long	Uta	PG	24	1	0.5	3	0	0	0	0	0
538	TimFrazier	Was	PG	27	59	14.2	3	1.9	3.3	0.8	0.12	0.97
141	DerrickWhite	San	PG	23	17	8.2	3.2	1.5	0.5	0.24	0.18	0.35
350	KyleCollinsworth	Dal	PG	26	32	15	3.2	3.3	1.8	0.53	0.28	0.75
427	MonteMorris	Den	PG	22	3	8.4	3.3	0.7	2.3	1	0	0.33
424	MiltonDoyle	Bro	PG	24	10	12.5	3.4	1.8	1	0.6	0.2	0.2
584	WalterLemonJr.	Nor	PG	25	5	7	3.4	0.4	1	0	0.2	0.8
192	GaryPaytonII	Lal	PG	25	11	10.5	3.5	2.5	1.1	0.36	0.18	0.36
245	JameerNelson	Det	PG	35	7	16.5	3.7	1.1	3.3	0.57	0.14	1.57
402	MarquisTeague	Mem	PG	24	3	24.6	3.7	2	4.3	1.33	0	1
475	RamonSessions	Nyk	PG	31	13	12.9	3.7	1.4	2.1	0.54	0.08	1.15
286	JoeYoung	Ind	PG	25	53	10.5	3.9	1.2	0.7	0.26	0.02	0.49
330	KayFelder	Chi	PG	22	14	9.6	3.9	1	1.4	0.21	0.07	1.07
568	TylerEnnis	Lal	PG	23	54	12.7	4.1	1.8	1.9	0.56	0.19	0.7
410	MatthewDellavedova	Mil	PG	27	38	18.7	4.3	1.7	3.8	0.37	0	1.29
515	ShaneLarkin	Bos	PG	25	54	14.3	4.3	1.7	1.8	0.54	0.06	0.61
307	JoseCalderon	Cle	PG	36	57	16	4.5	1.5	2.1	0.47	0.04	0.72
480	RaulNeto	Uta	PG	25	41	12.2	4.5	1.2	1.8	0.32	0.1	0.88
415	MichaelCarter-Williams	Cha	PG	26	52	16.1	4.6	2.7	2.2	0.85	0.44	1
60	BrianteWeber	Mem	PG	25	5	23.8	4.8	3.4	1.8	1.6	0.4	1.6
265	JawunEvans	Lac	PG	21	48	16.2	4.8	1.8	2.1	0.75	0.13	0.92
244	JameerNelson	Nor	PG	35	43	20.9	5.1	2.2	3.6	0.53	0.07	1.3
577	TyusJones	Min	PG	21	82	17.9	5.1	1.6	2.8	1.16	0.06	0.72
57	BrandonJennings	Mil	PG	28	14	14.7	5.2	2.2	3.1	0.43	0.29	1.29
583	WadeBaldwinIV	Por	PG	21	7	11.5	5.4	1.1	0.7	0.29	0.14	0.57
517	ShaunLivingston	Gol	PG	32	71	15.9	5.5	1.8	2	0.49	0.3	0.82
139	DerrickRose	Min	PG	29	9	12.4	5.8	0.7	1.2	0.44	0	0.78
186	FrankNtilikina	Nyk	PG	19	78	21.9	5.9	2.3	3.2	0.85	0.23	1.68
476	RamonSessions	Was	PG	31	15	15	5.9	1.3	3.3	0.47	0.07	1.07
345	KobiSimmons	Mem	PG	20	32	20.1	6.1	1.6	2.1	0.56	0.16	1.38
360	LangstonGalloway	Det	PG	26	58	14.9	6.2	1.6	1	0.6	0.09	0.31
222	IsaiahWhitehead	Bro	PG	22	16	11.2	6.3	1.6	1.3	0.5	0.13	1.5
382	MalcolmDelaney	Atl	PG	28	54	18.8	6.3	1.9	3	0.65	0.11	1.22
527	T.J.McConnell	Phi	PG	25	76	22.5	6.3	3	4	1.21	0.17	1.47
219	IsaiahTaylor	Atl	PG	23	67	17.4	6.6	1.4	3.1	0.51	0.15	1.25
516	ShaquilleHarrison	Pho	PG	24	23	16.7	6.6	2.7	2.4	1.13	0.3	0.96
450	NoahVonleh	Chi	PG	22	21	19	6.9	6.9	1	0.62	0.29	0.76
481	RaymondFelton	Okc	PG	33	82	16.6	6.9	1.9	2.5	0.6	0.2	0.93
518	ShelvinMack	Orl	PG	27	69	19.8	6.9	2.4	3.9	0.78	0.12	1.29
399	MarkelleFultz	Phi	PG	19	14	18.1	7.1	3.1	3.8	0.79	0.29	1.21
160	DwightBuycks	Det	PG	28	29	14.7	7.4	1.4	2	0.66	0.07	1.34
261	JarrettJack	Nyk	PG	34	62	25	7.5	3.1	5.6	0.56	0.06	1.85
396	MarioChalmers	Mem	PG	31	66	21.5	7.7	2.4	3	1.2	0.21	1.77
550	TonyParker	San	PG	35	55	19.5	7.7	1.7	3.5	0.51	0.02	1.24
571	TylerUlis	Pho	PG	22	71	23.4	7.8	1.8	4.4	0.99	0.1	1.79
115	DavidNwaba	Chi	PG	25	70	23.5	7.9	4.7	1.5	0.84	0.41	1.1
185	FrankMason	Sac	PG	23	52	18.9	7.9	2.5	2.8	0.65	0.19	1.25
277	JerrydBayless	Phi	PG	29	39	23.7	7.9	2.1	1.4	0.59	0.15	1.18
126	DelonWright	Tor	PG	25	69	20.8	8	2.9	2.9	1.04	0.48	1.13
108	DanteExum	Uta	PG	22	14	16.8	8.1	1.9	3.1	0.57	0.21	1.43
125	DejounteMurray	San	PG	21	81	21.5	8.1	5.7	2.9	1.2	0.38	1.65
145	DevinHarris	Den	PG	34	27	19.7	8.2	1.6	2.5	0.56	0.15	1
474	RajonRondo	Nor	PG	31	65	26.2	8.3	4	8.2	1.08	0.15	2.31
276	JerianGrant	Chi	PG	25	74	22.8	8.4	2.3	4.6	0.85	0.11	1.2
144	DevinHarris	Dal	PG	34	44	18.3	8.5	1.9	1.9	0.75	0.18	1.11
171	EmmanuelMudiay	Den	PG	21	42	17.9	8.5	2.2	2.9	0.5	0.1	1.71
299	JonathanGibson	Bos	PG	30	4	10	8.5	0.8	1	0	0	0.75
187	FredVanVleet	Tor	PG	23	76	20	8.6	2.4	3.2	0.89	0.25	0.97
514	ShabazzNapier	Por	PG	26	74	20.8	8.7	2.3	2	1.09	0.19	1.22
70	CameronPayne	Chi	PG	23	25	23.3	8.8	2.8	4.5	1.04	0.36	1.44
172	EmmanuelMudiay	Nyk	PG	21	22	22.4	8.8	2.6	3.9	0.91	0.32	1.86
