Min
PattyMills,82.00,25.70,10.00,1.90,2.80,0.67,0.13,1.29
MattCostello,4.00,8.10,1.00,2.30,0.50,0.50,0.50,0.25
RudyGay,57.00,21.60,11.50,5.10,1.30,0.81,0.67,1.37
KawhiLeonard,9.00,23.30,16.20,4.70,2.30,2.00,1.00,1.78
DarrunHilliard,14.00,6.80,1.10,0.50,0.80,0.14,0.00,0.29
BrandonPaul,64.00,9.00,2.30,1.10,0.60,0.39,0.11,0.45
BrynForbes,80.00,19.00,6.90,1.40,1.00,0.35,0.03,0.46
KyleAnderson,74.00,26.70,7.90,5.40,2.70,1.55,0.82,1.27
DannyGreen,70.00,25.60,8.60,3.60,1.60,0.90,1.14,1.06
ManuGinobili,65.00,20.00,8.90,2.20,2.50,0.66,0.25,1.62

Orl
KhemBirch,42.00,13.80,4.20,4.30,0.80,0.36,0.50,0.50
BismackBiyombo,82.00,18.20,5.70,5.70,0.80,0.26,1.16,1.02
MarreeseSpeights,52.00,13.00,7.70,2.60,0.80,0.15,0.42,0.77
NikolaVucevic,57.00,29.50,16.50,9.20,3.40,0.98,1.11,1.93
AdreianPayne,5.00,8.50,4.20,1.80,0.00,0.40,0.00,0.40
ShelvinMack,69.00,19.80,6.90,2.40,3.90,0.78,0.12,1.29
D.J.Augustin,75.00,23.50,10.20,2.10,3.80,0.71,0.00,1.63
ElfridPayton,44.00,28.60,13.00,4.00,6.30,1.45,0.36,2.59
JonathanIsaac,27.00,19.80,5.40,3.70,0.70,1.22,1.11,1.00
TerrenceRoss,24.00,25.00,8.70,3.00,1.60,1.13,0.46,1.21
MarioHezonja,75.00,22.10,9.60,3.70,1.40,1.08,0.40,1.15
AaronGordon,58.00,32.90,17.60,7.90,2.30,1.02,0.78,1.84
RashadVaughn,5.00,7.00,1.00,0.80,0.00,0.20,0.00,0.40
ArronAfflalo,53.00,12.90,3.40,1.20,0.60,0.08,0.17,0.40
WesIwundu,62.00,16.50,3.70,2.20,0.90,0.53,0.19,0.48
JamelArtis,15.00,18.60,5.10,2.50,1.20,0.13,0.20,0.53
RodneyPurvis,16.00,18.10,6.00,1.70,1.10,0.19,0.19,0.63
JonathonSimmons,69.00,29.40,13.90,3.50,2.50,0.84,0.23,2.12
EvanFournier,57.00,32.20,17.80,3.20,2.90,0.82,0.28,1.67

Bro
TimofeyMozgov,31.00,11.60,4.20,3.20,0.40,0.16,0.42,1.06
JahlilOkafor,26.00,12.60,6.40,2.90,0.40,0.12,0.62,0.69
TylerZeller,42.00,16.70,7.10,4.60,0.70,0.19,0.50,0.83
JarrettAllen,72.00,20.00,8.20,5.40,0.70,0.39,1.22,1.14
QuincyAcy,70.00,19.40,5.90,3.70,0.80,0.47,0.41,0.86
TrevorBooker,18.00,21.90,10.10,6.60,2.10,0.44,0.28,1.67
MiltonDoyle,10.00,12.50,3.40,1.80,1.00,0.60,0.20,0.20
IsaiahWhitehead,16.00,11.20,6.30,1.60,1.30,0.50,0.13,1.50
SpencerDinwiddie,80.00,28.80,12.60,3.20,6.60,0.86,0.29,1.60
D'AngeloRussell,48.00,25.70,15.50,3.90,5.20,0.75,0.35,3.06
JeremyLin,1.00,25.20,18.00,0.00,4.00,0.00,0.00,3.00
JacobWiley,5.00,6.70,0.80,2.20,0.40,0.20,0.00,0.00
JamesWebbIII,10.00,12.00,1.60,2.40,0.40,0.10,0.00,0.40
DanteCunningham,22.00,20.30,7.50,4.80,1.00,0.55,0.64,0.77
DeMarreCarroll,73.00,29.90,13.50,6.60,2.00,0.81,0.41,1.41
RondaeHollis-Jefferson,68.00,28.20,13.90,6.80,2.50,0.96,0.71,1.79
RashadVaughn,1.00,4.20,0.00,0.00,1.00,0.00,0.00,0.00
SeanKilpatrick,16.00,11.40,4.90,2.20,0.90,0.13,0.06,1.00
NikStauskas,35.00,13.70,5.10,1.80,1.10,0.14,0.11,0.63
JoeHarris,78.00,25.30,10.80,3.30,1.60,0.44,0.26,1.17
CarisLeVert,71.00,26.20,12.10,3.70,4.20,1.15,0.31,2.15
AllenCrabbe,75.00,29.30,13.20,4.30,1.60,0.63,0.48,1.03

Atl
MilesPlumlee,55.00,16.70,4.30,4.10,0.80,0.31,0.55,1.15
MikeMuscala,53.00,20.00,7.60,4.30,1.00,0.58,0.51,0.79
DewayneDedmon,62.00,24.90,10.00,7.90,1.50,0.65,0.82,1.39
JaylenMorris,6.00,16.40,4.70,2.70,1.20,0.33,0.17,1.00
TylerCavanaugh,39.00,13.30,4.70,3.30,0.70,0.23,0.10,0.36
JohnCollins,74.00,24.10,10.50,7.30,1.30,0.64,1.08,1.42
ErsanIlyasova,46.00,25.60,10.90,5.50,1.10,0.96,0.37,0.93
JoshMagette,18.00,12.00,2.60,1.10,3.20,0.44,0.06,0.50
MalcolmDelaney,54.00,18.80,6.30,1.90,3.00,0.65,0.11,1.22
IsaiahTaylor,67.00,17.40,6.60,1.40,3.10,0.51,0.15,1.25
DennisSchroder,67.00,31.00,19.40,3.10,6.20,1.07,0.09,2.73
NicolasBrussino,4.00,2.50,0.00,0.80,0.00,0.00,0.00,0.00
JeremyEvans,1.00,5.40,2.00,1.00,0.00,0.00,0.00,1.00
AndrewWhiteIII,15.00,13.90,4.60,2.30,0.40,0.20,0.07,0.53
DeAndre'Bembry,26.00,17.50,5.20,2.80,1.90,0.81,0.46,1.81
LukeBabbitt,37.00,15.40,6.10,2.20,0.70,0.19,0.14,0.41
KentBazemore,65.00,27.50,12.90,3.80,3.50,1.54,0.69,2.42
TaureanPrince,82.00,30.00,14.10,4.70,2.60,1.04,0.51,2.33
AntoniusCleveland,4.00,10.40,3.30,1.00,0.00,0.25,0.25,1.25
TylerDorsey,56.00,17.40,7.20,2.30,1.40,0.30,0.09,0.66
DamionLee,15.00,27.00,10.70,4.70,1.90,1.27,0.07,0.93
MarcoBelinelli,52.00,23.30,11.40,1.90,2.00,0.88,0.06,1.04

Phi
JahlilOkafor,2.00,12.70,5.00,4.50,0.50,0.00,1.00,1.50
JoelEmbiid,63.00,30.30,22.90,10.90,3.20,0.63,1.78,3.71
JamesMichaelMcAdoo,3.00,6.00,2.70,0.70,0.00,0.00,0.33,0.33
AmirJohnson,74.00,15.80,4.60,4.50,1.60,0.61,0.59,0.74
TrevorBooker,33.00,15.00,4.70,3.70,0.80,0.48,0.33,0.61
RichaunHolmes,48.00,15.50,6.50,4.40,1.30,0.42,0.60,0.52
DarioSaric,78.00,29.60,14.60,6.70,2.60,0.65,0.26,1.90
JacobPullen,3.00,2.00,0.70,0.00,0.00,0.00,0.00,0.33
LarryDrewII,3.00,4.90,0.70,0.30,0.70,0.00,0.00,0.33
DemetriusJackson,3.00,5.80,2.70,0.30,1.30,0.33,0.00,0.33
T.J.McConnell,76.00,22.50,6.30,3.00,4.00,1.21,0.17,1.47
MarkelleFultz,14.00,18.10,7.10,3.10,3.80,0.79,0.29,1.21
JerrydBayless,39.00,23.70,7.90,2.10,1.40,0.59,0.15,1.18
ErsanIlyasova,23.00,24.10,10.80,6.70,1.70,0.74,0.43,1.26
BenSimmons,81.00,33.70,15.80,8.10,8.20,1.73,0.86,3.43
TimotheLuwawu-Cabarrot,52.00,15.50,5.80,1.40,1.00,0.23,0.10,0.73
JustinAnderson,38.00,13.70,6.20,2.40,0.70,0.39,0.21,0.42
RobertCovington,80.00,31.60,12.60,5.40,2.00,1.71,0.90,1.58
NikStauskas,6.00,7.50,0.70,0.20,0.20,0.67,0.00,0.67
FurkanKorkmaz,14.00,5.70,1.60,0.80,0.30,0.14,0.07,0.14
JamesYoung,6.00,10.20,2.80,0.30,0.30,0.00,0.00,0.17
MarcoBelinelli,28.00,26.30,13.60,1.90,1.60,0.68,0.32,1.43
JJRedick,70.00,30.20,17.10,2.60,3.00,0.50,0.09,1.47

Mem
DeyontaDavis,62.00,15.20,5.80,4.00,0.60,0.24,0.63,0.50
MarcGasol,73.00,33.00,17.20,8.10,4.20,0.74,1.40,2.67
BriceJohnson,9.00,6.70,3.00,2.00,0.10,0.33,0.44,0.11
OmariJohnson,4.00,18.80,5.50,2.80,1.80,0.50,0.00,0.75
WayneSelden,35.00,19.80,9.30,1.60,1.90,0.51,0.14,1.54
BrandanWright,27.00,13.50,5.00,3.40,0.50,0.48,0.93,0.30
IvanRabb,36.00,14.30,5.60,4.40,0.90,0.33,0.36,0.97
JarellMartin,73.00,22.80,7.70,4.40,1.00,0.53,0.68,1.18
JaMychalGreen,55.00,28.00,10.30,8.40,1.40,0.58,0.45,1.38
MarquisTeague,3.00,24.60,3.70,2.00,4.30,1.33,0.00,1.00
BrianteWeber,5.00,23.80,4.80,3.40,1.80,1.60,0.40,1.60
KobiSimmons,32.00,20.10,6.10,1.60,2.10,0.56,0.16,1.38
MarioChalmers,66.00,21.50,7.70,2.40,3.00,1.20,0.21,1.77
MikeConley,12.00,31.10,17.10,2.30,4.10,1.00,0.25,1.50
VincentHunter,4.00,1.90,1.50,0.80,0.00,0.00,0.25,0.25
MykeHenry,20.00,18.90,5.40,1.90,1.10,1.55,0.30,0.95
JamesEnnisIII,45.00,23.40,6.90,3.50,1.10,0.71,0.27,0.84
ChandlerParsons,36.00,19.20,7.90,2.50,1.90,0.50,0.31,0.97
DillonBrooks,82.00,28.70,11.00,3.10,1.60,0.89,0.21,1.51
TyrekeEvans,52.00,30.90,19.40,5.10,5.20,1.10,0.33,2.25
XavierRathan-Mayes,5.00,23.60,5.80,1.00,3.60,1.20,0.60,2.20
BenMcLemore,56.00,19.50,7.50,2.50,0.90,0.68,0.27,1.09
AndrewHarrison,56.00,23.70,9.50,2.30,3.20,0.68,0.46,1.45
MarShonBrooks,7.00,27.50,20.10,3.10,3.60,1.57,0.43,2.29

Lac
BobanMarjanovic,20.00,8.30,5.90,4.40,0.40,0.30,0.25,0.70
DeAndreJordan,77.00,31.50,12.00,15.20,1.50,0.51,0.92,1.78
BriceJohnson,9.00,4.30,1.80,1.40,0.10,0.67,0.22,0.44
WillieReed,39.00,10.70,4.90,3.10,0.20,0.23,0.56,0.49
MontrezlHarrell,76.00,17.00,11.00,4.00,1.00,0.47,0.68,0.89
TobiasHarris,32.00,34.50,19.30,6.00,3.10,1.16,0.63,1.66
BlakeGriffin,33.00,34.50,22.60,7.90,5.40,0.91,0.27,3.00
JawunEvans,48.00,16.20,4.80,1.80,2.10,0.75,0.13,0.92
MilosTeodosic,45.00,25.20,9.50,2.80,4.60,0.51,0.11,2.16
SamDekker,73.00,12.10,4.20,2.40,0.50,0.33,0.12,0.47
WesleyJohnson,74.00,20.10,5.40,2.90,0.80,1.03,0.84,0.74
JamilWilson,15.00,18.30,7.00,2.10,0.70,0.33,0.53,0.53
DaniloGallinari,21.00,32.00,15.30,4.80,2.00,0.57,0.48,1.24
SindariusThornwell,73.00,15.80,3.90,1.90,0.90,0.66,0.34,0.73
SeanKilpatrick,4.00,9.60,4.80,0.50,0.80,0.00,0.00,0.25
C.J.Williams,38.00,18.60,5.50,1.50,1.10,0.82,0.34,0.53
AveryBradley,6.00,27.50,9.20,3.70,1.80,0.83,0.17,1.33
TyroneWallace,30.00,28.40,9.70,3.50,2.40,0.90,0.43,1.53
PatrickBeverley,11.00,30.30,12.20,4.10,2.90,1.64,0.45,2.27
AustinRivers,61.00,33.70,15.10,2.40,4.00,1.21,0.26,1.79
LouWilliams,79.00,32.80,22.60,2.50,5.30,1.08,0.24,2.96

Bos
AronBaynes,81.00,18.30,6.00,5.30,1.10,0.27,0.63,0.99
GregMonroe,26.00,19.10,10.20,6.30,2.30,1.08,0.69,1.88
AlHorford,72.00,31.60,12.90,7.40,4.70,0.60,1.08,1.83
XavierSilas,2.00,3.80,0.00,1.00,0.00,0.50,0.00,0.00
GuerschonYabusele,33.00,7.10,2.40,1.60,0.50,0.12,0.15,0.36
SemiOjeleye,73.00,15.80,2.70,2.20,0.30,0.29,0.05,0.34
DanielTheis,63.00,14.90,5.30,4.30,0.90,0.48,0.76,0.89
ShaneLarkin,54.00,14.30,4.30,1.70,1.80,0.54,0.06,0.61
JonathanGibson,4.00,10.00,8.50,0.80,1.00,0.00,0.00,0.75
MarcusSmart,54.00,29.90,10.20,3.50,4.80,1.31,0.43,2.39
TerryRozier,80.00,25.90,11.30,4.70,2.90,1.00,0.24,1.00
KyrieIrving,60.00,32.20,24.40,3.80,5.10,1.08,0.28,2.33
GordonHayward,1.00,5.30,2.00,1.00,0.00,0.00,0.00,0.00
AbdelNader,48.00,10.90,3.00,1.50,0.50,0.31,0.21,0.71
MarcusMorris,54.00,26.70,13.60,5.40,1.30,0.65,0.22,1.20
JaysonTatum,80.00,30.50,13.90,5.00,1.60,1.04,0.73,1.44
JaylenBrown,70.00,30.70,14.50,5.00,1.60,1.00,0.37,1.77
JarellEddie,2.00,2.80,0.00,0.50,0.00,0.50,0.00,0.00
KadeemAllen,18.00,6.00,1.10,0.60,0.70,0.17,0.11,0.50
JabariBird,13.00,8.80,3.00,1.50,0.60,0.23,0.08,0.62

Cha
WillyHernangomez,22.00,11.90,6.10,5.30,0.50,0.45,0.41,0.36
FrankKaminsky,79.00,23.20,11.10,3.60,1.60,0.46,0.25,0.84
DwightHoward,81.00,30.40,16.60,12.50,1.30,0.59,1.62,2.57
MangokMathiang,4.00,5.00,2.00,2.50,0.00,0.25,0.00,0.00
JohnnyO'BryantIII,36.00,10.50,4.80,2.60,0.40,0.22,0.17,0.42
CodyZeller,33.00,19.00,7.10,5.40,0.90,0.42,0.64,1.00
MarvinWilliams,78.00,25.70,9.50,4.70,1.20,0.72,0.49,0.85
JulyanStone,23.00,7.60,0.80,1.30,1.10,0.17,0.09,0.30
MarcusPaige,5.00,5.60,2.40,0.80,0.60,0.00,0.00,0.00
MichaelCarter-Williams,52.00,16.10,4.60,2.70,2.20,0.85,0.44,1.00
KembaWalker,80.00,34.20,22.10,3.10,5.60,1.14,0.30,2.24
MichaelKidd-Gilchrist,74.00,25.00,9.20,4.10,1.00,0.69,0.43,0.73
DwayneBacon,53.00,13.50,3.30,2.30,0.70,0.30,0.04,0.43
TreveonGraham,63.00,16.70,4.30,1.90,0.90,0.52,0.03,0.43
MalikMonk,63.00,13.60,6.70,1.00,1.40,0.32,0.14,0.76
NicolasBatum,64.00,31.00,11.60,4.80,5.50,1.02,0.36,2.05
JeremyLamb,80.00,24.60,12.90,4.10,2.30,0.76,0.40,1.16

Det
BobanMarjanovic,19.00,9.00,6.20,3.00,0.70,0.21,0.32,1.16
AndreDrummond,78.00,33.70,15.00,16.00,3.00,1.46,1.63,2.56
WillieReed,3.00,3.10,0.70,0.30,0.30,0.00,0.00,0.00
EricMoreland,67.00,12.00,2.10,4.10,1.20,0.46,0.76,0.63
HenryEllenson,38.00,8.70,4.00,2.10,0.50,0.13,0.00,0.47
JonLeuer,8.00,17.10,5.40,4.00,0.60,0.13,0.38,0.88
AnthonyTolliver,79.00,22.20,8.90,3.10,1.10,0.41,0.27,0.73
TobiasHarris,48.00,32.60,18.10,5.10,2.00,0.71,0.31,1.06
BlakeGriffin,25.00,33.20,19.80,6.60,6.20,0.44,0.36,2.64
KayFelder,2.00,2.90,1.00,2.00,0.00,0.00,0.00,0.50
JameerNelson,7.00,16.50,3.70,1.10,3.30,0.57,0.14,1.57
LangstonGalloway,58.00,14.90,6.20,1.60,1.00,0.60,0.09,0.31
DwightBuycks,29.00,14.70,7.40,1.40,2.00,0.66,0.07,1.34
IshSmith,82.00,24.90,10.90,2.70,4.40,0.78,0.24,1.32
ReggieJackson,45.00,26.70,14.60,2.80,5.30,0.60,0.09,2.20
JamesEnnisIII,27.00,20.40,7.50,2.50,0.80,0.56,0.22,0.67
StanleyJohnson,69.00,27.40,8.70,3.70,1.60,1.38,0.20,1.12
ReggieBullock,62.00,27.90,11.30,2.50,1.50,0.76,0.21,0.76
LuisMontero,2.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00
ReggieHearn,3.00,2.20,1.00,0.00,0.00,0.00,0.00,0.00
LukeKennard,73.00,20.00,7.60,2.40,1.70,0.60,0.18,0.95
AveryBradley,40.00,31.70,15.00,2.40,2.10,1.15,0.18,2.33

Pho
TysonChandler,46.00,25.00,6.50,9.10,1.20,0.35,0.59,1.28
AlexLen,69.00,20.20,8.50,7.50,1.20,0.39,0.88,1.13
GregMonroe,20.00,23.30,11.30,8.00,2.50,0.80,0.30,2.00
JoshGray,5.00,17.30,6.40,2.00,2.40,1.60,0.40,1.40
JaredDudley,48.00,14.30,3.20,1.90,1.60,0.52,0.21,0.58
AlanWilliams,5.00,14.10,4.00,4.40,1.60,1.00,0.20,1.40
AlecPeters,20.00,11.20,4.10,1.90,0.60,0.10,0.10,0.20
DraganBender,82.00,25.20,6.50,4.40,1.60,0.27,0.65,1.37
MarqueseChriss,72.00,21.20,7.70,5.50,1.20,0.71,0.97,1.49
ShaquilleHarrison,23.00,16.70,6.60,2.70,2.40,1.13,0.30,0.96
TylerUlis,71.00,23.40,7.80,1.80,4.40,0.99,0.10,1.79
MikeJames,32.00,20.90,10.40,2.80,3.80,0.84,0.22,1.50
ElfridPayton,19.00,29.00,11.80,5.30,6.20,1.00,0.32,2.84
EricBledsoe,3.00,27.60,15.70,2.30,3.00,1.33,0.67,3.33
DerrickJonesJr.,6.00,5.50,1.50,0.70,0.50,0.17,0.67,0.17
JoshJackson,77.00,25.40,13.10,4.60,1.50,1.04,0.45,1.90
TJWarren,65.00,33.00,19.60,5.10,1.30,1.00,0.63,1.31
DavonReed,21.00,11.50,3.00,1.90,0.60,0.48,0.10,0.48
DanuelHouse,23.00,17.50,6.60,3.30,1.10,0.30,0.26,0.48
TroyDaniels,79.00,20.50,8.90,1.60,0.60,0.33,0.06,0.71
IsaiahCanaan,19.00,22.00,9.10,2.30,4.00,0.84,0.05,1.53
DevinBooker,54.00,34.50,24.90,4.50,4.70,0.87,0.26,3.59

Den
MasonPlumlee,74.00,19.50,7.10,5.40,1.90,0.66,1.09,1.41
TylerLydon,1.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00
DarrellArthur,19.00,7.40,2.80,0.80,0.50,0.42,0.16,0.79
JuanchoHernangomez,25.00,11.10,3.30,2.20,0.50,0.24,0.12,0.36
KennethFaried,32.00,14.40,5.90,4.80,0.60,0.38,0.41,0.72
TreyLyles,73.00,19.10,9.90,4.80,1.20,0.41,0.47,0.84
PaulMillsap,38.00,29.50,14.60,6.40,2.80,1.03,1.16,1.92
NikolaJokic,75.00,32.60,18.50,10.70,6.10,1.20,0.81,2.79
MonteMorris,3.00,8.40,3.30,0.70,2.30,1.00,0.00,0.33
DevinHarris,27.00,19.70,8.20,1.60,2.50,0.56,0.15,1.00
EmmanuelMudiay,42.00,17.90,8.50,2.20,2.90,0.50,0.10,1.71
RichardJefferson,20.00,8.20,1.50,0.90,0.80,0.10,0.05,0.25
WilsonChandler,74.00,31.70,10.00,5.40,2.10,0.58,0.53,1.24
MalikBeasley,62.00,9.40,3.20,1.10,0.50,0.24,0.11,0.39
TorreyCraig,39.00,16.70,4.20,3.30,0.60,0.31,0.38,0.51
WillBarton,81.00,33.10,15.70,5.00,4.10,1.01,0.64,1.85
JamalMurray,81.00,31.70,16.70,3.70,3.40,0.98,0.35,2.11
GaryHarris,67.00,34.40,17.50,2.60,2.90,1.82,0.22,1.78

Mia
KellyOlynyk,76.00,23.40,11.50,5.70,2.70,0.82,0.46,1.93
HassanWhiteside,54.00,25.30,14.00,11.40,1.00,0.69,1.74,1.70
UdonisHaslem,14.00,5.10,0.60,0.70,0.40,0.00,0.14,0.14
OkaroWhite,6.00,13.30,3.30,1.80,0.30,0.17,0.17,0.17
JordanMickey,23.00,12.40,4.00,3.60,0.40,0.26,0.43,0.78
BamAdebayo,69.00,19.80,6.90,5.50,1.50,0.46,0.59,0.96
JamesJohnson,73.00,26.60,10.80,4.90,3.80,0.96,0.71,1.95
DerrickWaltonJr.,16.00,9.20,1.80,1.00,1.00,0.44,0.19,0.13
GoranDragic,75.00,31.70,17.30,4.10,4.80,0.84,0.16,2.21
LukeBabbitt,13.00,11.10,2.50,1.20,0.40,0.08,0.15,0.31
DerrickJonesJr.,14.00,15.20,3.70,2.40,0.40,0.21,0.64,0.43
JustiseWinslow,68.00,24.70,7.80,5.40,2.20,0.79,0.49,1.13
MattWilliamsJr.,3.00,3.80,1.70,0.30,0.00,0.00,0.00,0.33
RodneyMcGruder,18.00,16.60,5.10,1.80,0.90,0.44,0.17,0.22
WayneEllington,77.00,26.50,11.20,2.80,1.00,0.69,0.10,0.68
TylerJohnson,72.00,28.50,11.70,3.40,2.30,0.83,0.47,1.13
DwyaneWade,21.00,22.30,12.00,3.40,3.10,0.90,0.71,2.29
JoshRichardson,81.00,33.20,12.90,3.50,2.80,1.49,0.91,1.73
DionWaiters,30.00,30.60,14.30,2.60,3.80,0.77,0.30,2.33

